RetailCategoryName,ProductName,TransactionDate,Store Name,Scoring Type,Scoring Value,Sum of #SalesAmount,Sum of #SalesQuantity
Children's Shirts,Boys T-Shirt,2015-04-25 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-04-25 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-04-25 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-04-25 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-04-26 12:00:00,Bellevue,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-04-27 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-04-28 12:00:00,Philadelphia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-04-28 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-04-29 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-04-29 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-04-29 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-04-29 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-04-29 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-04-30 12:00:00,Atlantic City,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-04-30 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-01 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-01 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-02 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-02 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-03 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-03 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-05 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-06 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-09 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-09 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-09 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-09 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-10 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-10 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-11 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-12 12:00:00,Scottsdale,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-12 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-13 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-13 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-14 12:00:00,Bellevue,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-14 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-15 12:00:00,Costa Mesa,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-15 12:00:00,Costa Mesa,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-17 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-17 12:00:00,Philadelphia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-18 12:00:00,Atlantic City,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-18 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-18 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-21 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-21 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-21 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-21 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-22 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-22 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-22 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-22 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-26 12:00:00,Bellevue,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-26 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-27 12:00:00,Costa Mesa,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-28 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-28 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-05-29 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-29 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-05-29 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-01 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-01 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-02 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-02 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-06 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-07 12:00:00,Chicago,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-07 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-07 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-08 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-08 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-09 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-09 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-12 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-12 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-12 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-13 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-13 12:00:00,Philadelphia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-13 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-13 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-13 12:00:00,Philadelphia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-13 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-14 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-14 12:00:00,Bellevue,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-15 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-17 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-18 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-18 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-19 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-19 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-21 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-22 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-25 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-25 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-25 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-26 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-26 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-27 12:00:00,Costa Mesa,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-27 12:00:00,Scottsdale,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-27 12:00:00,Scottsdale,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-28 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-28 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-28 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-29 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-06-29 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-29 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-06-30 12:00:00,Bellevue,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-01 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-02 12:00:00,Philadelphia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-02 12:00:00,Philadelphia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-05 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-05 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-06 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-07 12:00:00,Chicago,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-07 12:00:00,Chicago,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-07 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-10 12:00:00,Bellevue,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-10 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-11 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-11 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-12 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-13 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-13 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-13 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-13 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-14 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-17 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-18 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-18 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-19 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-19 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-21 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-21 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-21 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-21 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-22 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-23 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-23 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-24 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-24 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-25 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-25 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-26 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-26 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-27 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-31 12:00:00,Costa Mesa,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-07-31 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-31 12:00:00,Costa Mesa,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-07-31 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-01 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-01 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-01 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-01 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-02 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-05 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-05 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-06 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-07 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-07 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-10 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-11 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-12 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-13 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-14 12:00:00,Atlantic City,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-16 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-16 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-17 12:00:00,Philadelphia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-17 12:00:00,Philadelphia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-17 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-18 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-18 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-21 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-21 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-23 12:00:00,Chicago,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-26 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-26 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-27 12:00:00,Chicago,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-27 12:00:00,Scottsdale,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-27 12:00:00,Scottsdale,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-28 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-28 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-28 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-08-30 12:00:00,Atlantic City,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-08-30 12:00:00,Bellevue,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-01 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-03 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-05 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-05 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-06 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-07 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-09 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-09 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-10 12:00:00,Bellevue,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-10 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-10 12:00:00,Bellevue,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-11 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-12 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-12 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-12 12:00:00,Scottsdale,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-13 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-14 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-14 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-14 12:00:00,Atlantic City,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-14 12:00:00,Bellevue,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-14 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-14 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-17 12:00:00,Atlanta,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-17 12:00:00,Philadelphia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-18 12:00:00,Atlantic City,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-18 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-18 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-18 12:00:00,Atlantic City,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-18 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-18 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-21 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-22 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-23 12:00:00,Scottsdale,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-23 12:00:00,Scottsdale,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-24 12:00:00,Cincinnati,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-25 12:00:00,Santa Clara,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-25 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-25 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-27 12:00:00,Scottsdale,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-28 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-09-30 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-09-30 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-02 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-03 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-03 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-04 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-04 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-06 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-06 12:00:00,Columbia,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-07 12:00:00,Chicago,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-07 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-08 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-08 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-09 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-09 12:00:00,Houston,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-09 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-11 12:00:00,Miami,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-12 12:00:00,Scottsdale,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-13 12:00:00,Seattle,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-14 12:00:00,Atlantic City,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-14 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-15 12:00:00,Costa Mesa,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-16 12:00:00,New York,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-17 12:00:00,Cambridge,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-17 12:00:00,Tysons Corner,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-18 12:00:00,Oak Brook,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-18 12:00:00,Lone Tree,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-21 12:00:00,Austin,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-23 12:00:00,Los Angeles,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-26 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Girls T-Shirt,2015-10-26 12:00:00,San Diego,#OrdersScore,BAD,19.99,1
Children's Shirts,Boys T-Shirt,2015-10-27 12:00:00,Chicago,#OrdersScore,BAD,19.99,1
